,Date, Signal(dBm), Noise(dBm), Channel, Security, Mode,SSID,BSSID,Unnamed: 6
8871,11/10/2566 BE 17:15:43, -83, -85, 11, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-94-64,
8872,11/10/2566 BE 17:18:14, -90, -94, 112, WPA2-Enterprise, ac,[Hidden SSID] ,7C-0E-CE-DE-4F-CA,
8873,11/10/2566 BE 17:18:01, -90, -94, 112, WPA2-Enterprise, ac,[Hidden SSID] ,7C-0E-CE-DE-4F-CA,
8874,11/10/2566 BE 17:16:44, -86, -95, 112, WPA2-Enterprise, ac,[Hidden SSID] ,7C-0E-CE-DE-4F-CA,
8875,11/10/2566 BE 17:16:34, -86, -95, 112, WPA2-Enterprise, ac,[Hidden SSID] ,7C-0E-CE-DE-4F-CA,
8876,11/10/2566 BE 17:16:21, -86, -95, 112, WPA2-Enterprise, ac,[Hidden SSID] ,7C-0E-CE-DE-4F-CA,
8877,11/10/2566 BE 17:16:09, -85, -95, 112, WPA2-Enterprise, ac,[Hidden SSID] ,7C-0E-CE-DE-4F-CA,
8878,11/10/2566 BE 17:15:56, -92, -96, 112, WPA2-Enterprise, ac,[Hidden SSID] ,7C-0E-CE-DE-4F-CA,
8879,11/10/2566 BE 17:15:43, -92, -96, 112, WPA2-Enterprise, ac,[Hidden SSID] ,7C-0E-CE-DE-4F-CA,
8880,11/10/2566 BE 17:15:31, -94, -95, 112, WPA2-Enterprise, ac,[Hidden SSID] ,7C-0E-CE-DE-4F-CA,
8881,11/10/2566 BE 17:39:11, -93, -96, 161, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-5B-91-CD,
8882,11/10/2566 BE 17:38:58, -93, -96, 161, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-5B-91-CD,
8883,11/10/2566 BE 17:38:46, -93, -96, 161, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-5B-91-CD,
8884,11/10/2566 BE 17:39:38, -90, -96, 44, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-9A-5F,
8885,11/10/2566 BE 17:39:24, -90, -96, 44, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-9A-5F,
8886,11/10/2566 BE 17:39:11, -90, -96, 44, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-9A-5F,
8887,11/10/2566 BE 17:31:29, -88, -92, 44, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-9A-5F,
8888,11/10/2566 BE 17:31:16, -88, -92, 44, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-9A-5F,
8889,11/10/2566 BE 17:20:58, -84, -96, 56, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-0D-6A-17,
8890,11/10/2566 BE 17:20:46, -84, -96, 56, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-0D-6A-17,
8891,11/10/2566 BE 17:20:34, -84, -96, 56, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-0D-6A-17,
8892,11/10/2566 BE 17:41:20, -76, -77, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-AF-44,
8893,11/10/2566 BE 17:41:07, -76, -77, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-AF-44,
8894,11/10/2566 BE 17:40:54, -79, -81, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-AF-44,
8895,11/10/2566 BE 17:25:20, -71, -84, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-AF-44,
8896,11/10/2566 BE 17:25:07, -71, -84, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-AF-44,
8897,11/10/2566 BE 17:22:43, -82, -80, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-AF-44,
8898,11/10/2566 BE 17:15:56, -89, -85, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-AF-44,
8899,11/10/2566 BE 17:15:43, -89, -85, 6, WPA2-Enterprise, g/n,[Hidden SSID] ,08-CC-68-B4-AF-44,
8900,11/10/2566 BE 17:41:32, -70, -75, 6, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-F1-ED-D0,
8901,11/10/2566 BE 17:41:20, -70, -75, 6, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-F1-ED-D0,
8902,11/10/2566 BE 17:41:07, -66, -76, 6, WPA2-Enterprise, g/n,uniwide ,1C-E6-C7-F1-ED-D0,
8903,11/10/2566 BE 17:34:50, -92, -94, 36, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A1-7A,
8904,11/10/2566 BE 17:34:37, -92, -94, 36, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A1-7A,
8905,11/10/2566 BE 17:34:24, -92, -94, 36, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A1-7A,
8906,11/10/2566 BE 17:38:58, -79, -94, 64, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8C-BF,
8907,11/10/2566 BE 17:38:46, -79, -94, 64, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8C-BF,
8908,11/10/2566 BE 17:42:13, -84, -93, 64, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-21-DB,
8909,11/10/2566 BE 17:42:01, -84, -93, 64, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-21-DB,
8910,11/10/2566 BE 17:41:48, -84, -93, 64, WPA2-Enterprise, a/n,[Hidden SSID] ,1C-E6-C7-3E-21-DB,
8911,11/10/2566 BE 17:37:24, -60, -79, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8912,11/10/2566 BE 17:37:12, -60, -79, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8913,11/10/2566 BE 17:36:59, -60, -79, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8914,11/10/2566 BE 17:36:46, -68, -77, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8915,11/10/2566 BE 17:36:34, -68, -77, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8916,11/10/2566 BE 17:36:21, -67, -83, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8917,11/10/2566 BE 17:36:08, -70, -84, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8918,11/10/2566 BE 17:35:41, -86, -92, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8919,11/10/2566 BE 17:35:28, -86, -92, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8920,11/10/2566 BE 17:35:03, -78, -83, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8921,11/10/2566 BE 17:34:50, -78, -83, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8922,11/10/2566 BE 17:34:37, -78, -83, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8923,11/10/2566 BE 17:34:24, -75, -84, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8924,11/10/2566 BE 17:34:11, -67, -88, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8925,11/10/2566 BE 17:33:58, -67, -88, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8926,11/10/2566 BE 17:33:46, -65, -83, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8927,11/10/2566 BE 17:33:33, -61, -86, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8928,11/10/2566 BE 17:33:20, -62, -81, 11, WPA2-Enterprise, g/n,uniwide ,D0-72-DC-04-B9-01,
8929,11/10/2566 BE 17:39:24, -76, -92, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-D7-8F,
8930,11/10/2566 BE 17:39:11, -76, -92, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-D7-8F,
8931,11/10/2566 BE 17:38:58, -76, -92, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-D7-8F,
8932,11/10/2566 BE 17:38:46, -74, -95, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-D7-8F,
8933,11/10/2566 BE 17:38:29, -77, -95, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-D7-8F,
8934,11/10/2566 BE 17:32:15, -79, -93, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-D7-8F,
8935,11/10/2566 BE 17:31:59, -79, -93, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-D7-8F,
8936,11/10/2566 BE 17:31:45, -79, -93, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-D7-8F,
8937,11/10/2566 BE 17:31:29, -79, -93, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-D7-8F,
8938,11/10/2566 BE 17:31:16, -89, -96, 132, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-D7-8F,
8939,11/10/2566 BE 17:40:41, -88, -94, 44, WPA2-Personal, ax,dev-mossvale_production ,44-12-44-66-DB-AB,
8940,11/10/2566 BE 17:40:28, -88, -94, 44, WPA2-Personal, ax,dev-mossvale_production ,44-12-44-66-DB-AB,
8941,11/10/2566 BE 17:40:16, -88, -94, 44, WPA2-Personal, ax,dev-mossvale_production ,44-12-44-66-DB-AB,
8942,11/10/2566 BE 17:39:11, -71, -93, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8943,11/10/2566 BE 17:38:58, -71, -93, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8944,11/10/2566 BE 17:38:46, -71, -93, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8945,11/10/2566 BE 17:38:29, -67, -92, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8946,11/10/2566 BE 17:38:16, -72, -94, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8947,11/10/2566 BE 17:38:03, -84, -95, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8948,11/10/2566 BE 17:37:50, -84, -95, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8949,11/10/2566 BE 17:37:37, -89, -95, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8950,11/10/2566 BE 17:32:55, -80, -96, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8951,11/10/2566 BE 17:32:40, -80, -96, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8952,11/10/2566 BE 17:32:27, -80, -96, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8953,11/10/2566 BE 17:32:15, -77, -94, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8954,11/10/2566 BE 17:31:59, -71, -92, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8955,11/10/2566 BE 17:31:45, -65, -92, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8956,11/10/2566 BE 17:31:29, -81, -96, 48, WPA2-Enterprise, ac,uniwide ,08-CC-68-B4-A3-DE,
8957,11/10/2566 BE 17:34:24, -77, -88, 6, WPA2-Enterprise, g/n,Global_Students ,00-EA-BD-DB-D3-A2,
8958,11/10/2566 BE 17:34:11, -77, -88, 6, WPA2-Enterprise, g/n,Global_Students ,00-EA-BD-DB-D3-A2,
8959,11/10/2566 BE 17:33:58, -77, -88, 6, WPA2-Enterprise, g/n,Global_Students ,00-EA-BD-DB-D3-A2,
8960,11/10/2566 BE 17:33:46, -78, -83, 6, WPA2-Enterprise, g/n,Global_Students ,00-EA-BD-DB-D3-A2,
8961,11/10/2566 BE 17:19:32, -79, -87, 11, WPA2-Enterprise, g/n,eduroam ,58-97-1E-56-4C-70,
8962,11/10/2566 BE 17:19:20, -79, -87, 11, WPA2-Enterprise, g/n,eduroam ,58-97-1E-56-4C-70,
8963,11/10/2566 BE 17:19:07, -79, -87, 11, WPA2-Enterprise, g/n,eduroam ,58-97-1E-56-4C-70,
8964,11/10/2566 BE 17:24:16, -83, -95, 64, Open, ac,Superloop-New College ,D8-38-FC-34-24-1C,
8965,11/10/2566 BE 17:24:04, -83, -95, 64, Open, ac,Superloop-New College ,D8-38-FC-34-24-1C,
8966,11/10/2566 BE 17:23:47, -83, -95, 64, Open, ac,Superloop-New College ,D8-38-FC-34-24-1C,
8967,11/10/2566 BE 17:18:55, -82, -95, 64, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-DC-1E,
8968,11/10/2566 BE 17:18:42, -82, -95, 64, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-DC-1E,
8969,11/10/2566 BE 17:18:29, -82, -95, 64, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-DC-1E,
8970,11/10/2566 BE 17:18:14, -88, -94, 64, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-DC-1E,
8971,11/10/2566 BE 17:18:01, -88, -94, 64, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-DC-1E,
8972,11/10/2566 BE 17:17:48, -82, -94, 64, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-DC-1E,
8973,11/10/2566 BE 17:15:31, -82, -93, 64, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-DC-1E,
8974,11/10/2566 BE 17:15:18, -82, -93, 64, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-DC-1E,
8975,11/10/2566 BE 17:15:05, -82, -93, 64, WPA2-Enterprise, ac,eduroam ,08-CC-68-B4-DC-1E,
8976,11/10/2566 BE 17:16:09, -84, -96, 64, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-5B-30-17,
8977,11/10/2566 BE 17:15:56, -84, -96, 64, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-5B-30-17,
8978,11/10/2566 BE 17:15:43, -87, -96, 64, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-5B-30-17,
8979,11/10/2566 BE 17:16:09, -89, -97, 149, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-14-8F-8C,
8980,11/10/2566 BE 17:15:56, -89, -97, 149, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-14-8F-8C,
8981,11/10/2566 BE 17:15:43, -89, -97, 149, WPA2-Enterprise, a/n,Global_Students ,F0-9E-63-14-8F-8C,
8982,11/10/2566 BE 17:35:16, -83, -84, 1, WPA2-Enterprise, g/n,Global_Students ,00-EA-BD-65-F6-32,
8983,11/10/2566 BE 17:35:03, -83, -84, 1, WPA2-Enterprise, g/n,Global_Students ,00-EA-BD-65-F6-32,
8984,11/10/2566 BE 17:34:50, -83, -84, 1, WPA2-Enterprise, g/n,Global_Students ,00-EA-BD-65-F6-32,
8985,11/10/2566 BE 17:37:50, -71, -84, 11, WPA2-Enterprise, g/n,Global_Students ,08-CC-68-B5-C1-64,
8986,11/10/2566 BE 17:37:37, -71, -84, 11, WPA2-Enterprise, g/n,Global_Students ,08-CC-68-B5-C1-64,
8987,11/10/2566 BE 17:33:33, -73, -83, 11, WPA2-Enterprise, g/n,Global_Students ,08-CC-68-B5-C1-64,
8988,11/10/2566 BE 17:33:20, -73, -83, 11, WPA2-Enterprise, g/n,Global_Students ,08-CC-68-B5-C1-64,
8989,11/10/2566 BE 17:33:08, -73, -83, 11, WPA2-Enterprise, g/n,Global_Students ,08-CC-68-B5-C1-64,
8990,11/10/2566 BE 17:17:48, -85, -89, 6, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AB-C4,
8991,11/10/2566 BE 17:17:35, -85, -89, 6, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AB-C4,
8992,11/10/2566 BE 17:17:22, -69, -86, 6, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AB-C4,
8993,11/10/2566 BE 17:17:10, -69, -86, 6, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AB-C4,
8994,11/10/2566 BE 17:16:57, -75, -86, 6, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AB-C4,
8995,11/10/2566 BE 17:13:22, -81, -83, 6, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AB-C4,
8996,11/10/2566 BE 17:13:10, -81, -83, 6, WPA2-Personal, g/n,[Hidden SSID] ,F0-9E-63-14-AB-C4,
8997,11/10/2566 BE 17:41:07, -94, -92, 161, WPA2-Personal, a/n,[Hidden SSID] ,84-78-AC-98-4D-3A,
8998,11/10/2566 BE 17:40:54, -94, -92, 161, WPA2-Personal, a/n,[Hidden SSID] ,84-78-AC-98-4D-3A,
8999,11/10/2566 BE 17:40:41, -94, -92, 161, WPA2-Personal, a/n,[Hidden SSID] ,84-78-AC-98-4D-3A,
9000,11/10/2566 BE 17:37:37, -90, -94, 112, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-5B-2D,
9001,11/10/2566 BE 17:37:24, -90, -94, 112, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-5B-2D,
9002,11/10/2566 BE 17:37:12, -90, -94, 112, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-5B-2D,
9003,11/10/2566 BE 17:33:46, -84, -95, 112, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-5B-2D,
9004,11/10/2566 BE 17:33:33, -84, -95, 112, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-5B-2D,
9005,11/10/2566 BE 17:33:20, -84, -95, 112, WPA2-Enterprise, ac,Global_Students ,08-CC-68-B4-5B-2D,
9006,11/10/2566 BE 17:17:35, -77, -86, 1, WPA2-Enterprise, g/n,Global_Students ,5C-E1-76-0A-21-23,
9007,11/10/2566 BE 17:17:22, -77, -86, 1, WPA2-Enterprise, g/n,Global_Students ,5C-E1-76-0A-21-23,
9008,11/10/2566 BE 17:17:10, -77, -86, 1, WPA2-Enterprise, g/n,Global_Students ,5C-E1-76-0A-21-23,
9009,11/10/2566 BE 17:32:15, -88, -94, 100, WPA2-Enterprise, ac,uniwide ,A0-0F-37-4C-EB-8F,
9010,11/10/2566 BE 17:31:59, -88, -94, 100, WPA2-Enterprise, ac,uniwide ,A0-0F-37-4C-EB-8F,
9011,11/10/2566 BE 17:41:20, -74, -77, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9012,11/10/2566 BE 17:41:07, -74, -77, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9013,11/10/2566 BE 17:31:29, -70, -76, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9014,11/10/2566 BE 17:31:16, -70, -76, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9015,11/10/2566 BE 17:31:04, -63, -80, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9016,11/10/2566 BE 17:30:11, -74, -83, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9017,11/10/2566 BE 17:29:58, -74, -83, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9018,11/10/2566 BE 17:29:45, -74, -83, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9019,11/10/2566 BE 17:29:32, -74, -81, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9020,11/10/2566 BE 17:29:19, -73, -80, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9021,11/10/2566 BE 17:29:06, -72, -82, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9022,11/10/2566 BE 17:28:56, -74, -79, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9023,11/10/2566 BE 17:22:43, -73, -79, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9024,11/10/2566 BE 17:22:00, -68, -82, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9025,11/10/2566 BE 17:21:11, -55, -80, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9026,11/10/2566 BE 17:20:58, -55, -80, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9027,11/10/2566 BE 17:20:46, -63, -78, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9028,11/10/2566 BE 17:20:34, -63, -78, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9029,11/10/2566 BE 17:20:21, -66, -76, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9030,11/10/2566 BE 17:20:09, -61, -81, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9031,11/10/2566 BE 17:19:57, -61, -81, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9032,11/10/2566 BE 17:19:44, -67, -82, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9033,11/10/2566 BE 17:19:32, -62, -86, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9034,11/10/2566 BE 17:19:20, -62, -86, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9035,11/10/2566 BE 17:19:07, -62, -86, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9036,11/10/2566 BE 17:18:55, -66, -88, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9037,11/10/2566 BE 17:18:14, -80, -89, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9038,11/10/2566 BE 17:18:01, -80, -89, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9039,11/10/2566 BE 17:17:48, -71, -88, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9040,11/10/2566 BE 17:17:35, -68, -88, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9041,11/10/2566 BE 17:17:22, -75, -89, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9042,11/10/2566 BE 17:17:10, -76, -86, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9043,11/10/2566 BE 17:16:57, -76, -86, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9044,11/10/2566 BE 17:16:44, -74, -90, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9045,11/10/2566 BE 17:15:31, -76, -81, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9046,11/10/2566 BE 17:15:18, -76, -81, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9047,11/10/2566 BE 17:15:05, -76, -81, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9048,11/10/2566 BE 17:13:22, -76, -87, 6, WPA2-Enterprise, g/n,eduroam ,7C-0E-CE-DC-5D-00,
9049,11/10/2566 BE 17:17:22, -68, -88, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-A9-20,
9050,11/10/2566 BE 17:17:10, -68, -88, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-A9-20,
9051,11/10/2566 BE 17:16:57, -68, -88, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-A9-20,
9052,11/10/2566 BE 17:15:56, -87, -87, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-A9-20,
9053,11/10/2566 BE 17:15:43, -87, -87, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-A9-20,
9054,11/10/2566 BE 17:15:31, -87, -87, 1, WPA2-Enterprise, g/n,eduroam ,F0-9E-63-14-A9-20,
9055,11/10/2566 BE 17:39:51, -75, -80, 1, Open, g/n,UNSW Guest ,A0-0F-37-4C-E6-83,
9056,11/10/2566 BE 17:28:06, -80, -82, 1, Open, g/n,UNSW Guest ,A0-0F-37-4C-E6-83,
9057,11/10/2566 BE 17:27:53, -80, -82, 1, Open, g/n,UNSW Guest ,A0-0F-37-4C-E6-83,
9058,11/10/2566 BE 17:27:41, -80, -82, 1, Open, g/n,UNSW Guest ,A0-0F-37-4C-E6-83,
9059,11/10/2566 BE 17:26:50, -68, -75, 1, Open, g/n,UNSW Guest ,A0-0F-37-4C-E6-83,
9060,11/10/2566 BE 17:26:36, -68, -75, 1, Open, g/n,UNSW Guest ,A0-0F-37-4C-E6-83,
9061,11/10/2566 BE 17:26:23, -68, -75, 1, Open, g/n,UNSW Guest ,A0-0F-37-4C-E6-83,
9062,11/10/2566 BE 17:25:20, -78, -77, 1, Open, g/n,UNSW Guest ,A0-0F-37-4C-E6-83,
9063,11/10/2566 BE 17:25:07, -78, -77, 1, Open, g/n,UNSW Guest ,A0-0F-37-4C-E6-83,
9064,11/10/2566 BE 17:24:55, -78, -77, 1, Open, g/n,UNSW Guest ,A0-0F-37-4C-E6-83,
9065,11/10/2566 BE 17:31:29, -70, -76, 8, WPA2-Personal, ax,WiFi-C2FFEE ,1C-61-B4-C2-FF-EE,
9066,11/10/2566 BE 17:31:16, -70, -76, 8, WPA2-Personal, ax,WiFi-C2FFEE ,1C-61-B4-C2-FF-EE,
9067,11/10/2566 BE 17:31:04, -70, -76, 8, WPA2-Personal, ax,WiFi-C2FFEE ,1C-61-B4-C2-FF-EE,
9068,11/10/2566 BE 17:23:21, -78, -76, 8, WPA2-Personal, ax,WiFi-C2FFEE ,1C-61-B4-C2-FF-EE,
9069,11/10/2566 BE 17:23:09, -78, -76, 8, WPA2-Personal, ax,WiFi-C2FFEE ,1C-61-B4-C2-FF-EE,
9070,11/10/2566 BE 17:22:56, -78, -76, 8, WPA2-Personal, ax,WiFi-C2FFEE ,1C-61-B4-C2-FF-EE,
9071,11/10/2566 BE 17:42:39, -86, -95, 52, WPA2-Personal, ac,[Hidden SSID] ,04-62-73-86-8D-DA,
9072,11/10/2566 BE 17:42:26, -76, -95, 52, WPA2-Personal, ac,[Hidden SSID] ,04-62-73-86-8D-DA,
9073,11/10/2566 BE 17:42:13, -76, -95, 52, WPA2-Personal, ac,[Hidden SSID] ,04-62-73-86-8D-DA,
9074,11/10/2566 BE 17:42:01, -76, -93, 52, WPA2-Personal, ac,[Hidden SSID] ,04-62-73-86-8D-DA,
9075,11/10/2566 BE 17:41:48, -76, -93, 52, WPA2-Personal, ac,[Hidden SSID] ,04-62-73-86-8D-DA,
9076,11/10/2566 BE 17:39:24, -89, -95, 64, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-E1-D4-97,
9077,11/10/2566 BE 17:39:11, -89, -95, 64, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-E1-D4-97,
9078,11/10/2566 BE 17:38:58, -89, -95, 64, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-E1-D4-97,
9079,11/10/2566 BE 17:38:46, -86, -93, 64, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-E1-D4-97,
9080,11/10/2566 BE 17:38:29, -86, -93, 64, WPA2-Enterprise, ac,eduroam ,1C-E6-C7-E1-D4-97,
