,Date, Signal(dBm), Noise(dBm), Channel, Security, Mode,SSID,BSSID,Unnamed: 6
15844,11/10/2566 BE 17:15:18, -50, -84, 11, Open, g/n,UNSW Guest ,D0-72-DC-53-5D-43,
15845,11/10/2566 BE 17:15:05, -51, -81, 11, Open, g/n,UNSW Guest ,D0-72-DC-53-5D-43,
15846,11/10/2566 BE 17:14:52, -55, -84, 11, Open, g/n,UNSW Guest ,D0-72-DC-53-5D-43,
15847,11/10/2566 BE 17:13:22, -57, -87, 11, Open, g/n,UNSW Guest ,D0-72-DC-53-5D-43,
15848,11/10/2566 BE 17:13:10, -56, -84, 11, Open, g/n,UNSW Guest ,D0-72-DC-53-5D-43,
15849,11/10/2566 BE 17:16:09, -90, -96, 112, Open, ac,UNSW Guest ,08-CC-68-B5-92-AC,
15850,11/10/2566 BE 17:15:56, -90, -96, 112, Open, ac,UNSW Guest ,08-CC-68-B5-92-AC,
15851,11/10/2566 BE 17:15:43, -90, -96, 112, Open, ac,UNSW Guest ,08-CC-68-B5-92-AC,
15852,11/10/2566 BE 17:15:31, -91, -96, 112, Open, ac,UNSW Guest ,08-CC-68-B5-92-AC,
15853,11/10/2566 BE 17:42:39, -69, -80, 11, Open, g/n,Superloop-New College Village ,C8-08-73-15-CF-A8,
15854,11/10/2566 BE 17:42:26, -72, -78, 11, Open, g/n,Superloop-New College Village ,C8-08-73-15-CF-A8,
15855,11/10/2566 BE 17:36:46, -69, -95, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-F7-3E,
15856,11/10/2566 BE 17:36:34, -69, -95, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-F7-3E,
15857,11/10/2566 BE 17:36:21, -69, -95, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-F7-3E,
15858,11/10/2566 BE 17:36:08, -82, -93, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-F7-3E,
15859,11/10/2566 BE 17:34:50, -82, -95, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-F7-3E,
15860,11/10/2566 BE 17:34:37, -82, -95, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-F7-3E,
15861,11/10/2566 BE 17:34:24, -62, -96, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-F7-3E,
15862,11/10/2566 BE 17:34:11, -72, -95, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-F7-3E,
15863,11/10/2566 BE 17:33:58, -87, -96, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-F7-3E,
15864,11/10/2566 BE 17:33:46, -87, -96, 112, WPA2-Enterprise, ac,uniwide ,08-CC-68-B5-F7-3E,
15865,11/10/2566 BE 17:42:26, -77, -95, 100, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-82-9A,
15866,11/10/2566 BE 17:42:13, -77, -95, 100, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-82-9A,
15867,11/10/2566 BE 17:42:01, -77, -95, 100, WPA2-Personal, ac,[Hidden SSID] ,08-CC-68-B4-82-9A,
15868,11/10/2566 BE 17:30:38,-84,-84,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-60-C3,
15869,11/10/2566 BE 17:30:24,-84,-84,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-60-C3,
15870,11/10/2566 BE 17:30:11,-84,-84,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-60-C3,
15871,11/10/2566 BE 17:25:46,-46,-84,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-60-C3,
15872,11/10/2566 BE 17:25:33,-46,-84,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-60-C3,
15873,11/10/2566 BE 17:25:20,-46,-84,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-60-C3,
15874,11/10/2566 BE 17:25:07,-63,-82,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-60-C3,
15875,11/10/2566 BE 17:24:55,-69,-77,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-60-C3,
15876,11/10/2566 BE 17:24:42,-64,-80,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-60-C3,
15877,11/10/2566 BE 17:38:03, -78, -91, 36, WPA2-Personal, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
15878,11/10/2566 BE 17:37:50, -78, -91, 36, WPA2-Personal, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
15879,11/10/2566 BE 17:37:37, -78, -91, 36, WPA2-Personal, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
15880,11/10/2566 BE 17:34:11, -91, -96, 36, WPA2-Personal, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
15881,11/10/2566 BE 17:33:58, -91, -96, 36, WPA2-Personal, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
15882,11/10/2566 BE 17:33:46, -91, -96, 36, WPA2-Personal, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
15883,11/10/2566 BE 17:33:08, -83, -95, 36, WPA2-Personal, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
15884,11/10/2566 BE 17:32:55, -83, -95, 36, WPA2-Personal, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
15885,11/10/2566 BE 17:32:40, -89, -97, 36, WPA2-Personal, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
15886,11/10/2566 BE 17:32:27, -92, -96, 36, WPA2-Personal, a/n,[Hidden SSID] ,1C-E6-C7-5B-21-7B,
15887,11/10/2566 BE 17:42:26, -83, -96, 52, WPA2-Enterprise, ac,uniwide ,84-78-AC-C0-35-27,
15888,11/10/2566 BE 17:42:13, -83, -96, 52, WPA2-Enterprise, ac,uniwide ,84-78-AC-C0-35-27,
15889,11/10/2566 BE 17:42:01, -83, -96, 52, WPA2-Enterprise, ac,uniwide ,84-78-AC-C0-35-27,
15890,11/10/2566 BE 17:41:48, -74, -93, 52, WPA2-Enterprise, ac,uniwide ,84-78-AC-C0-35-27,
15891,11/10/2566 BE 17:41:32, -65, -95, 52, WPA2-Enterprise, ac,uniwide ,84-78-AC-C0-35-27,
15892,11/10/2566 BE 17:41:20, -77, -90, 52, WPA2-Enterprise, ac,uniwide ,84-78-AC-C0-35-27,
15893,11/10/2566 BE 17:41:07, -71, -93, 52, WPA2-Enterprise, ac,uniwide ,84-78-AC-C0-35-27,
15894,11/10/2566 BE 17:40:54, -74, -91, 52, WPA2-Enterprise, ac,uniwide ,84-78-AC-C0-35-27,
15895,11/10/2566 BE 17:40:41, -80, -93, 52, WPA2-Enterprise, ac,uniwide ,84-78-AC-C0-35-27,
15896,11/10/2566 BE 17:40:28, -80, -93, 52, WPA2-Enterprise, ac,uniwide ,84-78-AC-C0-35-27,
15897,11/10/2566 BE 17:40:16, -80, -93, 52, WPA2-Enterprise, ac,uniwide ,84-78-AC-C0-35-27,
15898,11/10/2566 BE 17:16:09, -85, -95, 48, WPA2-Enterprise, a/n,uniwide ,1C-E6-C7-0D-57-4E,
15899,11/10/2566 BE 17:15:56, -85, -95, 48, WPA2-Enterprise, a/n,uniwide ,1C-E6-C7-0D-57-4E,
15900,11/10/2566 BE 17:15:43, -85, -95, 48, WPA2-Enterprise, a/n,uniwide ,1C-E6-C7-0D-57-4E,
15901,11/10/2566 BE 17:38:29, -68, -78, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B5-8C-71,
15902,11/10/2566 BE 17:38:16, -68, -78, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B5-8C-71,
15903,11/10/2566 BE 17:38:03, -68, -78, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B5-8C-71,
15904,11/10/2566 BE 17:32:40, -70, -79, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B5-8C-71,
15905,11/10/2566 BE 17:32:27, -68, -84, 11, WPA2-Enterprise, g/n,uniwide ,08-CC-68-B5-8C-71,
15906,11/10/2566 BE 17:40:41, -66, -75, 6, WPA2-Personal, g/n,[Hidden SSID] ,08-CC-68-B4-7F-75,
15907,11/10/2566 BE 17:40:28, -66, -75, 6, WPA2-Personal, g/n,[Hidden SSID] ,08-CC-68-B4-7F-75,
15908,11/10/2566 BE 17:40:16, -66, -75, 6, WPA2-Personal, g/n,[Hidden SSID] ,08-CC-68-B4-7F-75,
15909,11/10/2566 BE 17:30:24, -76, -82, 6, WPA2-Personal, g/n,[Hidden SSID] ,08-CC-68-B4-7F-75,
15910,11/10/2566 BE 17:30:11, -76, -82, 6, WPA2-Personal, g/n,[Hidden SSID] ,08-CC-68-B4-7F-75,
15911,11/10/2566 BE 17:29:58, -76, -82, 6, WPA2-Personal, g/n,[Hidden SSID] ,08-CC-68-B4-7F-75,
15912,11/10/2566 BE 17:28:43, -78, -82, 6, WPA2-Personal, g/n,[Hidden SSID] ,08-CC-68-B4-7F-75,
15913,11/10/2566 BE 17:28:32, -78, -82, 6, WPA2-Personal, g/n,[Hidden SSID] ,08-CC-68-B4-7F-75,
15914,11/10/2566 BE 17:17:10, -90, -86, 6, WPA2-Personal, g/n,[Hidden SSID] ,08-CC-68-B4-7F-75,
15915,11/10/2566 BE 17:16:57, -90, -86, 6, WPA2-Personal, g/n,[Hidden SSID] ,08-CC-68-B4-7F-75,
15916,11/10/2566 BE 17:37:12, -91, -95, 112, WPA2-Enterprise, ac,eduroam ,00-EA-BD-DB-D3-1F,
15917,11/10/2566 BE 17:36:59, -91, -95, 112, WPA2-Enterprise, ac,eduroam ,00-EA-BD-DB-D3-1F,
15918,11/10/2566 BE 17:36:46, -91, -95, 112, WPA2-Enterprise, ac,eduroam ,00-EA-BD-DB-D3-1F,
15919,11/10/2566 BE 17:20:09, -72, -80, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15920,11/10/2566 BE 17:19:57, -72, -80, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15921,11/10/2566 BE 17:19:44, -72, -80, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15922,11/10/2566 BE 17:19:32, -82, -92, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15923,11/10/2566 BE 17:19:20, -82, -92, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15924,11/10/2566 BE 17:19:07, -80, -91, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15925,11/10/2566 BE 17:18:55, -80, -91, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15926,11/10/2566 BE 17:18:42, -80, -91, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15927,11/10/2566 BE 17:18:01, -87, -87, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15928,11/10/2566 BE 17:17:48, -87, -87, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15929,11/10/2566 BE 17:17:35, -87, -87, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15930,11/10/2566 BE 17:17:22, -79, -91, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15931,11/10/2566 BE 17:17:10, -69, -86, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15932,11/10/2566 BE 17:16:57, -77, -86, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15933,11/10/2566 BE 17:16:44, -79, -90, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15934,11/10/2566 BE 17:16:34, -84, -91, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15935,11/10/2566 BE 17:16:21, -84, -91, 1, WPA2-Enterprise, g/n,uniwide ,F0-9E-63-1D-E4-21,
15936,11/10/2566 BE 17:18:42, -89, -95, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15937,11/10/2566 BE 17:18:29, -89, -95, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15938,11/10/2566 BE 17:18:14, -89, -95, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15939,11/10/2566 BE 17:16:57, -83, -96, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15940,11/10/2566 BE 17:16:44, -83, -96, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15941,11/10/2566 BE 17:16:34, -83, -96, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15942,11/10/2566 BE 17:15:31, -81, -94, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15943,11/10/2566 BE 17:15:18, -81, -94, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15944,11/10/2566 BE 17:15:05, -81, -94, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15945,11/10/2566 BE 17:14:52, -85, -94, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15946,11/10/2566 BE 17:13:22, -86, -95, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15947,11/10/2566 BE 17:13:10, -85, -95, 116, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-7F-BE,
15948,11/10/2566 BE 17:18:55, -80, -95, 100, WPA2-Enterprise, ac,uniwide ,58-AC-78-65-99-7F,
15949,11/10/2566 BE 17:18:42, -80, -95, 100, WPA2-Enterprise, ac,uniwide ,58-AC-78-65-99-7F,
15950,11/10/2566 BE 17:18:29, -80, -95, 100, WPA2-Enterprise, ac,uniwide ,58-AC-78-65-99-7F,
15951,11/10/2566 BE 17:32:55, -93, -97, 149, WPA2-Enterprise, a/n,eduroam ,1C-E6-C7-E0-1E-DF,
15952,11/10/2566 BE 17:32:40, -93, -97, 149, WPA2-Enterprise, a/n,eduroam ,1C-E6-C7-E0-1E-DF,
15953,11/10/2566 BE 17:39:51,-69,-76,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15954,11/10/2566 BE 17:39:24,-65,-79,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15955,11/10/2566 BE 17:39:11,-67,-81,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15956,11/10/2566 BE 17:31:59,-70,-85,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15957,11/10/2566 BE 17:31:29,-70,-85,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15958,11/10/2566 BE 17:31:16,-70,-81,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15959,11/10/2566 BE 17:31:04,-70,-81,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15960,11/10/2566 BE 17:30:51,-65,-79,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15961,11/10/2566 BE 17:30:38,-69,-84,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15962,11/10/2566 BE 17:30:24,-69,-84,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15963,11/10/2566 BE 17:30:11,-69,-84,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15964,11/10/2566 BE 17:29:58,-68,-84,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15965,11/10/2566 BE 17:29:45,-69,-81,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15966,11/10/2566 BE 17:29:32,-68,-81,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15967,11/10/2566 BE 17:29:19,-69,-82,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15968,11/10/2566 BE 17:29:06,-70,-82,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15969,11/10/2566 BE 17:28:56,-64,-79,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15970,11/10/2566 BE 17:28:43,-69,-81,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15971,11/10/2566 BE 17:28:32,-74,-81,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15972,11/10/2566 BE 17:28:19,-76,-80,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15973,11/10/2566 BE 17:28:06,-76,-80,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15974,11/10/2566 BE 17:27:53,-76,-80,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15975,11/10/2566 BE 17:27:02,-76,-79,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15976,11/10/2566 BE 17:26:50,-76,-79,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15977,11/10/2566 BE 17:26:36,-76,-79,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15978,11/10/2566 BE 17:20:21,-77,-82,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15979,11/10/2566 BE 17:20:09,-77,-82,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15980,11/10/2566 BE 17:19:57,-77,-82,1, Open, g/n,UNSW Guest ,1C-E6-C7-3E-DA-B3,
15981,11/10/2566 BE 17:16:34, -92, -96, 100, WPA2-Personal, ac,[Hidden SSID] ,5C-E1-76-0A-4F-CB,
15982,11/10/2566 BE 17:16:21, -92, -96, 100, WPA2-Personal, ac,[Hidden SSID] ,5C-E1-76-0A-4F-CB,
15983,11/10/2566 BE 17:16:09, -92, -96, 100, WPA2-Personal, ac,[Hidden SSID] ,5C-E1-76-0A-4F-CB,
15984,11/10/2566 BE 17:15:56, -92, -96, 100, WPA2-Personal, ac,[Hidden SSID] ,5C-E1-76-0A-4F-CB,
15985,11/10/2566 BE 17:42:39, -84, -94, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-F0-20-12,
15986,11/10/2566 BE 17:42:26, -73, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-F0-20-12,
15987,11/10/2566 BE 17:42:13, -73, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-F0-20-12,
15988,11/10/2566 BE 17:42:01, -73, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-F0-20-12,
15989,11/10/2566 BE 17:41:48, -77, -94, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-F0-20-12,
15990,11/10/2566 BE 17:41:32, -84, -92, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-F0-20-12,
15991,11/10/2566 BE 17:41:20, -84, -92, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-F0-20-12,
15992,11/10/2566 BE 17:30:11, -92, -92, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-F0-20-12,
15993,11/10/2566 BE 17:29:58, -92, -92, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-F0-20-12,
15994,11/10/2566 BE 17:29:45, -92, -92, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-F0-20-12,
15995,11/10/2566 BE 17:39:38, -81, -95, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
15996,11/10/2566 BE 17:39:24, -81, -95, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
15997,11/10/2566 BE 17:39:11, -81, -95, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
15998,11/10/2566 BE 17:38:58, -78, -96, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
15999,11/10/2566 BE 17:38:46, -80, -94, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16000,11/10/2566 BE 17:38:29, -78, -93, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16001,11/10/2566 BE 17:38:16, -74, -95, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16002,11/10/2566 BE 17:38:03, -74, -95, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16003,11/10/2566 BE 17:37:50, -71, -94, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16004,11/10/2566 BE 17:37:37, -77, -94, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16005,11/10/2566 BE 17:37:24, -91, -93, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16006,11/10/2566 BE 17:37:12, -91, -93, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16007,11/10/2566 BE 17:33:20, -87, -92, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16008,11/10/2566 BE 17:33:08, -87, -92, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16009,11/10/2566 BE 17:32:55, -87, -92, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16010,11/10/2566 BE 17:32:40, -77, -96, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16011,11/10/2566 BE 17:32:27, -74, -96, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16012,11/10/2566 BE 17:32:15, -77, -94, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16013,11/10/2566 BE 17:31:29, -88, -96, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16014,11/10/2566 BE 17:31:16, -88, -96, 64, WPA2-Enterprise, ac,Global_Students ,1C-D1-E0-56-CC-EC,
16015,11/10/2566 BE 17:37:50, -67, -84, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16016,11/10/2566 BE 17:37:50, -64, -94, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16017,11/10/2566 BE 17:37:37, -67, -84, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16018,11/10/2566 BE 17:37:37, -64, -94, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16019,11/10/2566 BE 17:37:24, -74, -82, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16020,11/10/2566 BE 17:37:12, -74, -82, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16021,11/10/2566 BE 17:36:59, -65, -85, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16022,11/10/2566 BE 17:36:46, -65, -85, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16023,11/10/2566 BE 17:36:34, -78, -77, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16024,11/10/2566 BE 17:36:21, -82, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16025,11/10/2566 BE 17:36:08, -82, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16026,11/10/2566 BE 17:35:54, -78, -94, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16027,11/10/2566 BE 17:35:41, -78, -94, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16028,11/10/2566 BE 17:35:28, -89, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16029,11/10/2566 BE 17:35:16, -89, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16030,11/10/2566 BE 17:35:03, -84, -95, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16031,11/10/2566 BE 17:34:50, -85, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16032,11/10/2566 BE 17:34:37, -85, -85, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16033,11/10/2566 BE 17:34:37, -85, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16034,11/10/2566 BE 17:34:24, -85, -85, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16035,11/10/2566 BE 17:34:24, -86, -95, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16036,11/10/2566 BE 17:34:11, -79, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16037,11/10/2566 BE 17:33:58, -79, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16038,11/10/2566 BE 17:33:46, -79, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16039,11/10/2566 BE 17:33:33, -65, -83, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16040,11/10/2566 BE 17:33:20, -65, -83, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16041,11/10/2566 BE 17:33:08, -65, -83, 11, WPA2-Enterprise, g/n,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16042,11/10/2566 BE 17:32:55, -83, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16043,11/10/2566 BE 17:32:40, -83, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16044,11/10/2566 BE 17:32:27, -80, -96, 44, WPA2-Personal, ac,[Hidden SSID] ,1C-E6-C7-0D-5C-A2,
16045,11/10/2566 BE 17:21:11, -94, -95, 108, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8F-FF,
16046,11/10/2566 BE 17:20:58, -94, -95, 108, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8F-FF,
16047,11/10/2566 BE 17:19:57, -72, -95, 108, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8F-FF,
16048,11/10/2566 BE 17:19:44, -72, -95, 108, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8F-FF,
16049,11/10/2566 BE 17:19:32, -72, -95, 108, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8F-FF,
16050,11/10/2566 BE 17:19:20, -71, -95, 108, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8F-FF,
16051,11/10/2566 BE 17:19:07, -81, -96, 108, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8F-FF,
16052,11/10/2566 BE 17:18:55, -81, -96, 108, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8F-FF,
16053,11/10/2566 BE 17:17:22, -83, -96, 108, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8F-FF,
16054,11/10/2566 BE 17:17:10, -83, -96, 108, WPA2-Enterprise, ac,eduroam ,08-CC-68-B5-8F-FF,
